StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,ResponseId,UserLanguage,RecordedDate,curso,escolaridade,área_estudo,renda,verif_contrato_2,idade,renda_e_pessoas,contrato_AB,contrato_CD,contrato_EF,poltrona_venda_reais,poltrona_compra_reai,poltrona_venda_porce,Q30,verif_poltrona,verif_casa
2022-03-16 17:04:22,2022-03-16 17:25:13,IP Address,100,1251,True,R_3PaGhTDYdcKqimS,PT-BR,2022-03-16 17:25:14,História e agora Psicologia,Superior (completo),Humanas,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",20%,32,2,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,,,Igual,Igual,Permaneceu o mesmo,1 ano
2022-03-16 18:49:18,2022-03-16 18:58:10,IP Address,100,531,True,R_2bOf0Q6cbWEmYTW,PT-BR,2022-03-16 18:58:11,Psicologia,Superior (incompleto),Saúde,"De 1 a 3 salários mínimos (R$ 1045,01 até R$ 3135)",20%,20,4,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,Igual,Igual,,,Aumentou,1 ano
2022-03-16 21:22:13,2022-03-16 21:31:00,IP Address,100,527,True,R_2rpvKnCC6ynEwZm,PT-BR,2022-03-16 21:31:00,Medicina,Superior (incompleto),Saúde,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",20%,23,5,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,,Mais suscetível,Menos suscetível,Permaneceu o mesmo,1 ano
2022-03-16 22:03:08,2022-03-16 22:16:14,IP Address,100,786,True,R_Ofdm7DJ2f1Isq6l,PT-BR,2022-03-16 22:16:14,Economia,Superior (incompleto),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",Não sei,20,3,,"Contrato 1:
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,Mais suscetível,Menos suscetível,,,Permaneceu o mesmo,1 ano
2022-03-16 22:01:12,2022-03-16 22:16:44,IP Address,100,931,True,R_1qgEBMWgNYnZCbF,PT-BR,2022-03-16 22:16:44,Psicologia,Superior (incompleto),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",Não sei,20,5,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Mais suscetível,Menos suscetível,Aumentou,1 ano
2022-03-16 22:18:34,2022-03-16 22:31:34,IP Address,100,779,True,R_C3mmEhwbwX5oNJn,PT-BR,2022-03-16 22:31:34,Economia,Superior (incompleto),Humanas,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",Não sei,19,4,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,,Igual,Igual,Aumentou,1 ano
2022-03-17 11:26:36,2022-03-17 11:34:53,IP Address,100,496,True,R_3OevHEJmONKGL5Q,PT-BR,2022-03-17 11:34:53,"Psicologia ",Ensino Médio (completo),Humanas,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",Não sei,19,4,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,Mais suscetível,Igual,,,Permaneceu o mesmo,1 ano
2022-03-18 14:16:36,2022-03-18 14:28:33,IP Address,100,717,True,R_Wor5dXg6KIuLabT,PT-BR,2022-03-18 14:28:34,Psicologia,Ensino Médio (completo),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",Não sei,18,4,,"Contrato 1:
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,,,Mais suscetível,Igual,Aumentou,1 ano
2022-03-18 18:30:42,2022-03-18 18:38:49,IP Address,100,486,True,R_sInUrLPDv3p51tv,PT-BR,2022-03-18 18:38:49,DESENHO DE MODA,Superior (completo),Artes,"Mais de 15 salários mínimos (mais de R$ 15675,01)",10%,31,5,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",Mais suscetível,Menos suscetível,,,Aumentou,1 ano
2022-03-20 17:28:33,2022-03-20 17:40:32,IP Address,100,718,True,R_C9N2XoISY1piLZf,PT-BR,2022-03-20 17:40:32,"Psicologia ",Superior (incompleto),Saúde,,20%,20,4,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Igual,Igual,Permaneceu o mesmo,Não sei
2022-03-20 21:40:05,2022-03-20 21:57:39,IP Address,100,1053,True,R_3KIcxoLicMuQlCR,PT-BR,2022-03-20 21:57:39,psicologia,Superior (incompleto),Saúde,"De 1 a 3 salários mínimos (R$ 1045,01 até R$ 3135)",Não sei,19,1,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,,Igual,Igual,Aumentou,Não sei
2022-03-21 05:50:48,2022-03-21 05:58:47,IP Address,100,479,True,R_yrRoyVMuTkmew7f,PT-BR,2022-03-21 05:58:48,Psicologia,Superior (incompleto),Humanas,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",20%,20,4,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,Mais suscetível,Igual,,,Aumentou,Não sei
2022-03-21 08:35:40,2022-03-21 08:47:24,IP Address,100,704,True,R_Z1SJ5ksvbIkv9SN,PT-BR,2022-03-21 08:47:25,"PSICOLOGIA ",Ensino Médio (completo),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,19,5,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Mais suscetível,Menos suscetível,Aumentou,1 ano
2022-03-21 19:16:07,2022-03-21 20:12:44,IP Address,100,3396,True,R_1eFvgd7aisu6o6L,PT-BR,2022-03-21 20:12:44,Psicologia,Superior (incompleto),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",30%,19,3,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",Mais suscetível,Mais suscetível,,,Aumentou,Não sei
2022-03-22 13:41:10,2022-03-22 13:52:23,IP Address,100,672,True,R_2S76cp4mdFGmPZG,PT-BR,2022-03-22 13:52:23,"Psicologia ",Superior (incompleto),Humanas,"De 1 a 3 salários mínimos (R$ 1045,01 até R$ 3135)",20%,19,3,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,Mais suscetível,Igual,,,Aumentou,Não sei
2022-03-15 18:05:42,2022-03-15 18:07:21,IP Address,53,98,False,R_1FP3PPC4odk9MCR,PT-BR,2022-03-22 18:07:23,Psicologia,Superior (incompleto),Humanas,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",,21,3,,,,,,,,,
2022-03-15 18:06:02,2022-03-15 18:07:40,IP Address,50,97,False,R_YYAvLyNN6jStBrX,PT-BR,2022-03-22 18:07:45,Psicologia,Ensino Médio (completo),Humanas,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",,21,3,,,,,,,,,
2022-03-15 18:05:48,2022-03-15 18:08:05,IP Address,57,136,False,R_2Vgc8Rr4aE6CIm7,PT-BR,2022-03-22 18:08:08,psicologia,Superior (incompleto),Saúde,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,21,4,,,,,,,,,
2022-03-15 18:06:14,2022-03-15 18:09:34,IP Address,57,199,False,R_zZKQ5AHsUEmRVsd,PT-BR,2022-03-22 18:09:36,"Psicologia e Filosofia ",Superior (incompleto),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,20,4,,,,,,,,,
2022-03-20 19:47:59,2022-03-22 21:01:56,IP Address,100,177236,True,R_1cSAHq8aQjr2qxl,PT-BR,2022-03-22 21:01:56,Psicologia,Ensino Médio (completo),Saúde,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",20%,20,4,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,,Mais suscetível,Menos suscetível,Aumentou,1 ano
2022-03-24 06:01:20,2022-03-24 06:10:34,IP Address,100,554,True,R_3k7YapJMmvelI7T,PT-BR,2022-03-24 06:10:34,Biologia,Superior (incompleto),Biológicas,"De 1 a 3 salários mínimos (R$ 1045,01 até R$ 3135)",20%,21,5,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,,,Menos suscetível,Menos suscetível,Diminuiu,Não sei
2022-03-24 08:39:56,2022-03-24 08:48:07,IP Address,100,491,True,R_1EgQswlsWFjphqh,PT-BR,2022-03-24 08:48:07,Psicologia,Superior (incompleto),Saúde,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,19,4,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,Igual,Igual,,,Permaneceu o mesmo,1 ano
2022-03-24 19:13:45,2022-03-24 19:19:22,IP Address,100,337,True,R_1di9vNPwTJfPLMx,PT-BR,2022-03-24 19:19:23,Economia,Superior (incompleto),Exatas,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",10%,27,2,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",Mais suscetível,Mais suscetível,,,Aumentou,1 ano
2022-03-19 09:55:03,2022-03-19 09:57:27,IP Address,23,144,False,R_2CUMP6Wdb8QUSZz,PT-BR,2022-03-26 09:57:33,,Ensino Médio (completo),,,,18,,,,,,,,,,
2022-03-26 14:24:10,2022-03-26 14:41:28,IP Address,100,1038,True,R_3G6vD3dOA7Cu1od,PT-BR,2022-03-26 14:41:29,Relações Internacionais,Superior (completo),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",Não sei,34,3,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Igual,Igual,Permaneceu o mesmo,Não sei
2022-03-19 14:22:07,2022-03-19 14:44:02,IP Address,97,1314,False,R_1gkJRkoaIT3r6tJ,PT-BR,2022-03-26 14:44:02,Psicologia,Pós graduação (completa),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",Não sei,60,2,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,Igual,Igual,,,Permaneceu o mesmo,Não sei
2022-03-19 18:40:34,2022-03-20 09:26:35,IP Address,57,53160,False,R_2dQgREqQoSbDaqQ,PT-BR,2022-03-27 09:26:35,Psicologia,Superior (completo),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,28,3,,,,,,,,,
2022-03-20 14:13:55,2022-03-20 14:18:58,IP Address,57,303,False,R_zcbRDycMFJJl4U9,PT-BR,2022-03-27 14:19:01,Psicologia,Superior (incompleto),Saúde,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",,20,5,,,,,,,,,
2022-03-21 03:17:09,2022-03-21 03:19:40,IP Address,53,150,False,R_eFkoXeQdOovpaWl,PT-BR,2022-03-28 03:19:41,psicologia,Superior (incompleto),Saúde,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,19,5,,,,,,,,,
2022-03-28 06:22:26,2022-03-28 06:34:29,IP Address,100,722,True,R_33qyc6jme3iy07Q,PT-BR,2022-03-28 06:34:29,PSICOLOGIA,Ensino Médio (completo),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,21,4,"Contrato 1:
Você concorda em vender os computadores (em 2013) por R$1.200 a peça, independente do preço dos computadores na época. Sendo assim, se a inflação estiver abaixo de 20%, você estará ganhando mais do que o preço de 2013; todavia, se a inflação ultrapassar 20%, você estará ganhando menos do que o preço de 2013. Uma vez que você concordou com um preço fixo, seu lucro vai depender da taxa de inflação.",,,Igual,Igual,,,Permaneceu o mesmo,Não sei
2022-03-21 10:52:24,2022-03-21 10:53:50,IP Address,50,85,False,R_2rrwmyre9bSmRKX,PT-BR,2022-03-28 10:53:52,psicologia,Ensino Médio (completo),Saúde,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",,18,3,,,,,,,,,
2022-03-22 03:58:24,2022-03-22 03:59:25,IP Address,3,60,False,R_3NVe6wgtZFE0pyc,PT-BR,2022-03-29 03:59:33,,,,,,,,,,,,,,,,
2022-03-22 04:48:58,2022-03-22 04:54:00,IP Address,57,302,False,R_5tZd4LRnm2Sj9MB,PT-BR,2022-03-29 04:54:05,Psicologia,Superior (incompleto),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,20,4,,,,,,,,,
2022-03-22 11:12:20,2022-03-22 11:17:37,IP Address,3,316,False,R_UJXcf3g7FU2QCiZ,PT-BR,2022-03-29 11:17:59,,,,,,,,,,,,,,,,
2022-03-23 07:06:58,2022-03-23 07:07:34,IP Address,3,35,False,R_3PRCm3VhrRKBwV5,PT-BR,2022-03-30 07:07:35,,,,,,,,,,,,,,,,
2022-03-23 11:06:18,2022-03-23 11:10:33,IP Address,53,255,False,R_xrTDYkbRQ6Jl8CR,PT-BR,2022-03-30 11:14:03,Administração,Pós graduação (completa),Humanas,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",,44,3,,,,,,,,,
2022-03-24 10:17:14,2022-03-24 10:18:50,IP Address,23,96,False,R_2sXPU2TKJigep3d,PT-BR,2022-03-31 10:18:54,,Ensino Médio (completo),,,,18,,,,,,,,,,
2022-03-21 18:25:44,2022-03-26 17:44:33,IP Address,7,429528,False,R_3NIiO3n8S8FsaGT,PT-BR,2022-04-02 17:44:40,,,,,,,,,,,,,,,,
2022-03-27 18:22:39,2022-03-27 18:24:36,IP Address,10,117,False,R_sMqi6ADQpXZqQ7f,PT-BR,2022-04-03 18:24:40,,,,,,,,,,,,,,,,
2022-03-29 04:48:28,2022-03-29 05:12:54,IP Address,57,1466,False,R_1kNzinBa9GSqk5g,PT-BR,2022-04-05 05:12:55,"Psicologia ",Superior (incompleto),Humanas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,20,3,,,,,,,,,
2022-04-01 13:14:14,2022-04-01 13:14:37,IP Address,10,23,False,R_1dnrPgO0oNI4EHg,PT-BR,2022-04-08 13:16:59,,,,,,,,,,,,,,,,
2022-04-17 21:28:07,2022-04-17 21:36:37,IP Address,100,509,True,R_Zww0smA8eD6d0J3,PT-BR,2022-04-17 21:36:37,Psicologia,Pós graduação (incompleta),Humanas,"De 1 a 3 salários mínimos (R$ 1045,01 até R$ 3135)",20%,40,4,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,,,Mais suscetível,Menos suscetível,Aumentou,1 ano
2022-04-13 18:53:45,2022-04-13 18:56:07,IP Address,3,141,False,R_wLSdqmECrGXIbHr,PT-BR,2022-04-20 18:56:08,,,,,,,,,,,,,,,,
2022-05-02 18:41:02,2022-05-02 19:00:22,IP Address,100,1160,True,R_2pPjFj8LlGpRnqr,PT-BR,2022-05-02 19:00:22,"Geografia ",Superior (completo),Humanas,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",20%,49,5,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,Igual,Igual,,,Aumentou,1 ano
2022-05-02 19:13:48,2022-05-02 19:30:58,IP Address,100,1030,True,R_10TcC4F6nWZ2BMX,PT-BR,2022-05-02 19:30:58,Psicologia e Pedagogia,Pós graduação (completa),Humanas,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",10%,49,4,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",Mais suscetível,Menos suscetível,,,Aumentou,1 ano
2022-05-02 19:21:02,2022-05-02 19:31:45,IP Address,100,643,True,R_3FRwhav2zKJNcFU,PT-BR,2022-05-02 19:31:45,Artes Visuais,Superior (completo),Humanas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",30%,42,4,,"Contrato 1:
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,Mais suscetível,Menos suscetível,,,Aumentou,1 ano
2022-05-02 19:56:27,2022-05-02 20:04:20,IP Address,100,472,True,R_3iWOUnPIeW0Wc6n,PT-BR,2022-05-02 20:04:20,Ciências do consumo,Superior (completo),Humanas,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",20%,23,2,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,,Menos suscetível,Mais suscetível,Aumentou,1 ano
2022-05-03 04:50:46,2022-05-03 05:00:07,IP Address,100,560,True,R_10uej4mH45CCRa4,PT-BR,2022-05-03 05:00:07,Letras,Pós graduação (completa),Humanas,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",20%,46,4,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,,,Igual,Igual,Permaneceu o mesmo,1 ano
2022-05-03 05:06:48,2022-05-03 05:20:40,IP Address,100,832,True,R_2qpHkfZqbtCptou,PT-BR,2022-05-03 05:20:41,"Musicoterapia ",Pós graduação (completa),Humanas,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",10%,52,3,"Contrato 1:
Você concorda em vender os computadores (em 2013) por R$1.200 a peça, independente do preço dos computadores na época. Sendo assim, se a inflação estiver abaixo de 20%, você estará ganhando mais do que o preço de 2013; todavia, se a inflação ultrapassar 20%, você estará ganhando menos do que o preço de 2013. Uma vez que você concordou com um preço fixo, seu lucro vai depender da taxa de inflação.",,,Igual,Menos suscetível,,,Aumentou,1 ano
2022-05-03 05:47:08,2022-05-03 05:52:40,IP Address,100,331,True,R_3jZ23qlixCyv4lH,PT-BR,2022-05-03 05:52:40,"Psicologia ",Superior (incompleto),Humanas,"De 1 a 3 salários mínimos (R$ 1045,01 até R$ 3135)",20%,21,3,,,"Contrato 1: ​
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",Mais suscetível,Menos suscetível,,,Aumentou,1 ano
2022-05-03 06:00:53,2022-05-03 06:27:00,IP Address,100,1567,True,R_2YDtjMPM3H0wo53,PT-BR,2022-05-03 06:27:01,Direito,Pós graduação (completa),Humanas,"De 9 a 12 salários mínimos (R$ 9405,01 até R$ 12540)",20%,43,2,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,,,Igual,Menos suscetível,Aumentou,1 ano
2022-05-03 11:34:03,2022-05-03 11:50:09,IP Address,100,966,True,R_2YbSYMtlAqEIGBJ,PT-BR,2022-05-03 11:50:09,Psicologia,Superior (completo),Saúde,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,26,2,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,Mais suscetível,Menos suscetível,,,Aumentou,1 ano
2022-05-03 20:02:29,2022-05-03 20:21:34,IP Address,100,1145,True,R_1NmG1ywsBmmhYaJ,PT-BR,2022-05-03 20:21:35,"Psicologia ",Superior (completo),Saúde,Até 1 salário mínimo (R$ 1045),20%,23,1,,"Contrato 1:
Você concorda em vender os sistemas de computador (em 2013) a R$1.200 a peça, independente do preço dos sistemas de computador na época.",,Mais suscetível,Igual,,,Aumentou,1 ano
2022-05-06 11:09:41,2022-05-06 11:21:26,IP Address,100,705,True,R_2XclyBxdsGxLazZ,PT-BR,2022-05-06 11:21:26,Direito,Pós graduação (completa),Humanas,"De 6 a 9 salários mínimos (R$ 6270,01 até R$ 9405)",20%,38,4,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013. Sendo assim, em vez de vender a R$1.200 com certeza, você será pago de acordo com a taxa de inflação. Se a inflação passar 20%, você ganhará mais. Se ela for inferior, você ganhará menos.",,,,Igual,Menos suscetível,Aumentou,Não sei
2022-05-09 14:22:20,2022-05-09 14:28:45,IP Address,100,385,True,R_blIOA6Wl80DFPBn,PT-BR,2022-05-09 14:28:46,Direito,Pós graduação (incompleta),Humanas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",30%,39,5,,,"Contrato 2:
Você concorda em vender os sistemas de computador no preço de 2013.",Menos suscetível,Menos suscetível,,,Diminuiu,1 ano
2022-05-02 18:47:26,2022-05-02 18:54:12,IP Address,87,405,False,R_2qz54WKdjj0ri44,PT-BR,2022-05-09 18:54:15,"Pedagogia ",Pós graduação (completa),Humanas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",,41,3,,,,,,Igual,Menos suscetível,Aumentou,1 ano
2022-05-02 18:56:15,2022-05-02 18:56:57,IP Address,3,42,False,R_2wgGvy9mtejRyhX,PT-BR,2022-05-09 18:56:59,,,,,,,,,,,,,,,,
2022-05-02 18:47:39,2022-05-02 19:27:46,IP Address,97,2406,False,R_2PcmlSxszNFYcY2,PT-BR,2022-05-09 19:27:56,"Serviço Social ",Pós graduação (completa),Humanas,"De 12 a 15 salários mínimos (R$ 12540,01 até R$ 15675)",20%,45,2,"Contrato 1:
Você concorda em vender os computadores (em 2013) por R$1.200 a peça, independente do preço dos computadores na época. Sendo assim, se a inflação estiver abaixo de 20%, você estará ganhando mais do que o preço de 2013; todavia, se a inflação ultrapassar 20%, você estará ganhando menos do que o preço de 2013. Uma vez que você concordou com um preço fixo, seu lucro vai depender da taxa de inflação.",,,,,Igual,Igual,Permaneceu o mesmo,1 ano
2022-05-02 19:47:38,2022-05-02 19:50:03,IP Address,3,145,False,R_1KoRm8Xsu4oQV8s,PT-BR,2022-05-09 19:50:05,,,,,,,,,,,,,,,,
2022-05-02 19:45:19,2022-05-02 19:51:39,IP Address,3,379,False,R_3mld9vYUd9ycHKE,PT-BR,2022-05-09 19:51:46,,,,,,,,,,,,,,,,
2022-05-02 22:09:29,2022-05-02 22:10:27,IP Address,3,58,False,R_1H1UBnNHJcA8ElA,PT-BR,2022-05-09 22:10:29,,,,,,,,,,,,,,,,
2022-05-03 05:27:09,2022-05-03 05:31:06,IP Address,53,236,False,R_1OivWXODcmixrlr,PT-BR,2022-05-10 05:31:10,Artes Plasticas,Superior (completo),Artes,Nenhuma,,74,1,,,,,,,,,
2022-05-03 05:44:29,2022-05-03 05:44:58,IP Address,3,29,False,R_2SkP91bOZazpkvq,PT-BR,2022-05-10 05:45:02,,,,,,,,,,,,,,,,
2022-05-03 06:18:02,2022-05-03 06:21:57,IP Address,53,235,False,R_W9A15CKPMBWUG0p,PT-BR,2022-05-10 06:22:00,Engenharia,Pós graduação (completa),Exatas,"Mais de 15 salários mínimos (mais de R$ 15675,01)",,47,3,,,,,,,,,
2022-05-03 07:11:12,2022-05-03 07:18:55,IP Address,97,463,False,R_xu5Ld0OBBf17oPf,PT-BR,2022-05-10 07:18:56,"Psicologia ",Pós graduação (incompleta),Saúde,"Mais de 15 salários mínimos (mais de R$ 15675,01)",20%,23,5,"Contrato 2:
Você concorda em vender os computadores no preço de 2013. Sendo assim, se a inflação ultrapassar 20%, você será pago mais do que R$1.200 e se a inflação for inferior a 20%, você será pago menos do que R$1.200. Como ambas despesas de produção e preços estão ligadas a taxa de inflação, seu lucro ""real"" permanecerá essencialmente o mesmo independente da taxa de inflação.",,,,,Igual,Igual,Permaneceu o mesmo,1 ano
2022-05-03 07:47:41,2022-05-03 07:50:41,IP Address,50,179,False,R_3nUciXlWSL1Ql49,PT-BR,2022-05-10 07:50:43,Psicologia,Superior (completo),Saúde,,,52,4,,,,,,,,,
2022-05-03 07:54:13,2022-05-03 07:55:12,IP Address,3,59,False,R_1mQ6G3W6bBfwi58,PT-BR,2022-05-10 07:55:15,,,,,,,,,,,,,,,,
2022-05-03 09:34:27,2022-05-03 09:35:21,IP Address,7,53,False,R_3fDFPa3o6536QE5,PT-BR,2022-05-10 09:35:22,,,,,,,,,,,,,,,,
2022-05-03 09:46:07,2022-05-03 09:47:05,IP Address,3,57,False,R_O9hQTZFnBa2MpJn,PT-BR,2022-05-10 09:47:05,,,,,,,,,,,,,,,,
2022-05-03 11:06:20,2022-05-03 11:07:13,IP Address,7,52,False,R_2V87TwTxBVTh7nT,PT-BR,2022-05-10 11:09:06,,,,,,,,,,,,,,,,
2022-05-03 21:02:33,2022-05-03 21:06:20,IP Address,57,226,False,R_3O1WPDrfB8ao2FW,PT-BR,2022-05-10 21:06:21,Direito,Pós graduação (completa),Humanas,"De 3 a 6 salários mínimos (R$ 3135,01 até R$ 6270)",,49,5,,,,,,,,,
